NAME,0.0,1.0S,10.0S,1.0MI,10.0MI,1.0HR,10.0HR,1.0D,10.0D,50.0D,100.0D,142.0D
ZR-101,0.000e+00,1.926e-07,9.418e-07,1.078e-06,1.078e-06,1.078e-06,1.077e-06,1.077e-06,1.063e-06,1.006e-06,9.697e-07,9.659e-07
ZR-102,0.000e+00,1.156e-07,1.051e-06,3.745e-06,4.888e-06,4.888e-06,4.886e-06,4.884e-06,4.818e-06,4.563e-06,4.407e-06,4.405e-06
ZR-103,0.000e+00,2.978e-08,9.050e-08,9.233e-08,9.233e-08,9.233e-08,9.228e-08,9.225e-08,9.107e-08,8.653e-08,8.415e-08,8.494e-08
ZR-104,0.000e+00,5.252e-09,2.637e-08,3.140e-08,3.139e-08,3.139e-08,3.138e-08,3.137e-08,3.099e-08,2.960e-08,2.925e-08,3.030e-08
ZR-105,0.000e+00,4.457e-10,6.272e-10,6.272e-10,6.272e-10,6.271e-10,6.268e-10,6.267e-10,6.188e-10,5.895e-10,5.816e-10,6.034e-10
ZR-106,0.000e+00,1.243e-10,2.450e-10,2.452e-10,2.452e-10,2.452e-10,2.451e-10,2.450e-10,2.412e-10,2.260e-10,2.163e-10,2.158e-10
ZR-107,0.000e+00,2.857e-12,3.044e-12,3.044e-12,3.044e-12,3.044e-12,3.042e-12,3.041e-12,2.994e-12,2.801e-12,2.674e-12,2.659e-12
ZR-108,0.000e+00,2.146e-13,2.626e-13,2.626e-13,2.626e-13,2.626e-13,2.626e-13,2.628e-13,2.628e-13,2.656e-13,2.835e-13,3.143e-13
ZR-109,0.000e+00,4.072e-15,4.099e-15,4.099e-15,4.099e-15,4.100e-15,4.102e-15,4.108e-15,4.156e-15,4.423e-15,5.042e-15,5.914e-15
ZR-89,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
ZR-90,0.000e+00,5.182e-10,5.182e-09,3.109e-08,3.109e-07,1.866e-06,1.869e-05,4.499e-05,5.014e-04,4.420e-03,1.365e-02,2.518e-02
ZR-90M,0.000e+00,3.878e-17,6.852e-17,6.850e-17,6.850e-17,6.849e-17,6.849e-17,6.862e-17,7.712e-17,1.238e-16,1.780e-16,2.272e-16
ZR-91,0.000e+00,6.137e-14,6.140e-13,3.694e-12,4.801e-11,3.909e-09,5.817e-06,6.898e-05,1.587e-02,3.592e-01,1.206e+00,2.115e+00
ZR-92,0.000e+00,4.984e-13,6.511e-12,1.300e-10,5.366e-08,9.661e-06,3.908e-03,1.928e-02,2.934e-01,1.503e+00,2.990e+00,4.219e+00
ZR-93,0.000e+00,1.379e-11,1.438e-10,1.345e-09,3.472e-07,3.305e-05,3.765e-03,1.686e-02,3.120e-01,1.630e+00,3.247e+00,4.579e+00
ZR-94,0.000e+00,2.077e-10,2.915e-09,9.498e-08,2.658e-05,7.824e-04,1.288e-02,3.183e-02,3.239e-01,1.617e+00,3.221e+00,4.561e+00
ZR-95,0.000e+00,1.817e-09,2.250e-08,4.593e-07,6.047e-05,1.050e-03,1.365e-02,3.317e-02,3.187e-01,1.289e+00,2.019e+00,2.382e+00
ZR-96,0.000e+00,1.442e-08,2.282e-07,3.925e-06,1.616e-04,1.319e-03,1.386e-02,3.338e-02,3.340e-01,1.665e+00,3.315e+00,4.689e+00
ZR-97,0.000e+00,1.216e-07,3.165e-06,2.144e-05,2.180e-04,1.288e-03,1.079e-02,2.009e-02,3.166e-02,3.010e-02,2.914e-02,2.909e-02
ZR-98,0.000e+00,2.488e-07,3.211e-06,1.195e-05,1.626e-05,1.626e-05,1.625e-05,1.625e-05,1.604e-05,1.526e-05,1.478e-05,1.475e-05
ZR-99,0.000e+00,2.425e-07,1.188e-06,1.257e-06,1.257e-06,1.257e-06,1.256e-06,1.256e-06,1.240e-06,1.178e-06,1.141e-06,1.139e-06
NB-100,0.000e+00,3.235e-08,3.703e-07,6.942e-07,6.965e-07,6.965e-07,6.961e-07,6.959e-07,6.874e-07,6.556e-07,6.369e-07,6.379e-07
NB-100M,0.000e+00,3.237e-08,3.714e-07,6.971e-07,6.994e-07,6.994e-07,6.990e-07,6.988e-07,6.902e-07,6.583e-07,6.396e-07,6.405e-07
NB-101,0.000e+00,1.123e-07,1.532e-06,3.050e-06,3.265e-06,3.265e-06,3.263e-06,3.262e-06,3.222e-06,3.074e-06,2.989e-06,2.999e-06
NB-102,0.000e+00,1.211e-07,5.922e-07,9.771e-07,1.093e-06,1.093e-06,1.093e-06,1.092e-06,1.079e-06,1.032e-06,1.008e-06,1.016e-06
NB-103,0.000e+00,1.154e-07,1.131e-06,3.077e-06,3.344e-06,3.344e-06,3.342e-06,3.341e-06,3.306e-06,3.185e-06,3.141e-06,3.200e-06
NB-104,0.000e+00,3.656e-08,7.874e-08,8.062e-08,8.061e-08,8.061e-08,8.057e-08,8.055e-08,7.977e-08,7.722e-08,7.705e-08,7.989e-08
NB-105,0.000e+00,1.233e-08,3.887e-08,3.971e-08,3.971e-08,3.970e-08,3.969e-08,3.968e-08,3.933e-08,3.832e-08,3.873e-08,4.090e-08
NB-106,0.000e+00,2.810e-09,3.959e-09,3.958e-09,3.958e-09,3.958e-09,3.956e-09,3.955e-09,3.906e-09,3.729e-09,3.684e-09,3.823e-09
NB-107,0.000e+00,5.157e-10,8.018e-10,8.018e-10,8.017e-10,8.017e-10,8.013e-10,8.011e-10,7.899e-10,7.473e-10,7.325e-10,7.586e-10
NB-108,0.000e+00,2.722e-11,2.852e-11,2.852e-11,2.852e-11,2.852e-11,2.851e-11,2.852e-11,2.835e-11,2.786e-11,2.863e-11,3.069e-11
NB-109,0.000e+00,3.001e-12,3.294e-12,3.294e-12,3.294e-12,3.294e-12,3.295e-12,3.299e-12,3.336e-12,3.553e-12,4.026e-12,4.679e-12
NB-110,0.000e+00,1.537e-13,1.543e-13,1.543e-13,1.543e-13,1.543e-13,1.544e-13,1.546e-13,1.562e-13,1.653e-13,1.872e-13,2.184e-13
NB-111,0.000e+00,1.525e-14,1.544e-14,1.544e-14,1.544e-14,1.544e-14,1.545e-14,1.547e-14,1.566e-14,1.669e-14,1.908e-14,2.245e-14
NB-112,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
NB-91,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
NB-92,0.000e+00,0.000e+00,0.000e+00,0.000e+00,2.613e-23,1.155e-21,1.153e-19,6.587e-19,6.473e-17,1.735e-15,8.012e-15,1.923e-14
NB-93,0.000e+00,5.202e-16,5.202e-15,3.121e-14,3.121e-13,1.873e-12,1.877e-11,4.537e-11,5.670e-10,5.752e-09,1.897e-08,3.616e-08
NB-93M,0.000e+00,5.509e-16,5.509e-15,3.305e-14,3.305e-13,1.984e-12,2.048e-11,5.503e-11,2.339e-09,5.183e-08,2.016e-07,4.004e-07
NB-94,0.000e+00,2.592e-14,2.613e-13,1.637e-12,2.169e-11,1.726e-10,1.853e-09,4.467e-09,4.603e-08,2.782e-07,6.652e-07,1.069e-06
NB-94M,0.000e+00,2.605e-14,2.584e-13,1.481e-12,9.461e-12,1.411e-11,1.413e-11,1.414e-11,1.500e-11,1.987e-11,2.567e-11,3.110e-11
NB-95,0.000e+00,1.034e-12,1.035e-11,6.322e-11,2.215e-09,1.981e-07,3.056e-05,1.778e-04,1.646e-02,2.814e-01,7.131e-01,1.008e+00
NB-95M,0.000e+00,7.676e-12,7.676e-11,4.605e-10,4.614e-09,2.889e-08,4.756e-07,1.787e-06,7.400e-05,5.175e-04,8.189e-04,9.751e-04
NB-96,0.000e+00,3.601e-11,3.601e-10,2.160e-09,2.155e-08,1.277e-07,1.122e-06,2.228e-06,5.433e-06,2.938e-05,7.744e-05,1.274e-04
NB-97,0.000e+00,1.080e-09,1.102e-08,7.346e-08,1.391e-06,2.569e-05,6.601e-04,1.440e-03,2.260e-03,2.150e-03,2.082e-03,2.079e-03
NB-97M,0.000e+00,4.418e-10,4.338e-09,2.479e-08,2.126e-07,1.241e-06,1.011e-05,1.879e-05,2.958e-05,2.813e-05,2.724e-05,2.719e-05
NB-98,0.000e+00,4.752e-09,1.975e-07,1.101e-06,1.480e-06,1.480e-06,1.479e-06,1.479e-06,1.460e-06,1.389e-06,1.346e-06,1.345e-06
NB-98M,0.000e+00,1.691e-09,1.689e-08,1.008e-07,9.492e-07,4.176e-06,7.538e-06,7.534e-06,7.520e-06,7.595e-06,7.859e-06,8.271e-06
NB-99,0.000e+00,4.294e-08,2.126e-06,6.800e-06,7.667e-06,7.667e-06,7.662e-06,7.660e-06,7.563e-06,7.196e-06,6.974e-06,6.969e-06
NB-99M,0.000e+00,9.376e-09,9.192e-08,4.949e-07,1.968e-06,2.115e-06,2.114e-06,2.113e-06,2.099e-06,2.066e-06,2.078e-06,2.140e-06
MO-100,0.000e+00,1.092e-08,1.113e-06,2.051e-05,2.387e-04,1.451e-03,1.455e-02,3.491e-02,3.490e-01,1.745e+00,3.487e+00,4.951e+00
MO-101,0.000e+00,1.252e-08,8.042e-07,1.622e-05,1.551e-04,3.924e-04,4.180e-04,4.179e-04,4.130e-04,3.952e-04,3.857e-04,3.883e-04
MO-102,0.000e+00,4.147e-08,1.147e-06,1.195e-05,1.205e-04,2.606e-04,2.685e-04,2.684e-04,2.655e-04,2.553e-04,2.509e-04,2.543e-04
MO-103,0.000e+00,6.316e-08,8.244e-07,7.064e-06,1.753e-05,1.808e-05,1.807e-05,1.807e-05,1.793e-05,1.752e-05,1.755e-05,1.810e-05
MO-104,0.000e+00,8.233e-08,1.101e-06,5.974e-06,1.698e-05,1.723e-05,1.722e-05,1.722e-05,1.714e-05,1.705e-05,1.750e-05,1.849e-05
MO-105,0.000e+00,5.189e-08,5.749e-07,2.694e-06,5.066e-06,5.063e-06,5.061e-06,5.060e-06,5.061e-06,5.167e-06,5.474e-06,5.960e-06
MO-106,0.000e+00,2.247e-08,1.832e-07,3.367e-07,3.410e-07,3.410e-07,3.408e-07,3.408e-07,3.416e-07,3.540e-07,3.856e-07,4.354e-07
MO-107,0.000e+00,8.955e-09,6.084e-08,9.159e-08,9.186e-08,9.186e-08,9.181e-08,9.180e-08,9.144e-08,9.176e-08,9.804e-08,1.112e-07
MO-108,0.000e+00,2.221e-09,5.996e-09,6.055e-09,6.055e-09,6.055e-09,6.053e-09,6.053e-09,6.048e-09,6.150e-09,6.602e-09,7.410e-09
MO-109,0.000e+00,3.632e-10,7.461e-10,7.470e-10,7.470e-10,7.470e-10,7.470e-10,7.476e-10,7.634e-10,8.585e-10,1.011e-09,1.197e-09
MO-110,0.000e+00,9.606e-11,3.055e-10,3.135e-10,3.135e-10,3.135e-10,3.136e-10,3.139e-10,3.160e-10,3.307e-10,3.678e-10,4.225e-10
MO-111,0.000e+00,9.337e-12,1.126e-11,1.126e-11,1.126e-11,1.126e-11,1.127e-11,1.128e-11,1.139e-11,1.205e-11,1.363e-11,1.591e-11
MO-112,0.000e+00,2.237e-12,3.528e-12,3.528e-12,3.528e-12,3.528e-12,3.530e-12,3.534e-12,3.572e-12,3.785e-12,4.297e-12,5.027e-12
MO-113,0.000e+00,6.970e-14,7.184e-14,7.184e-14,7.184e-14,7.184e-14,7.188e-14,7.198e-14,7.275e-14,7.710e-14,8.757e-14,1.025e-13
MO-114,0.000e+00,1.045e-14,1.181e-14,1.181e-14,1.182e-14,1.182e-14,1.182e-14,1.184e-14,1.197e-14,1.273e-14,1.450e-14,1.702e-14
MO-115,0.000e+00,2.804e-16,2.811e-16,2.811e-16,2.811e-16,2.811e-16,2.813e-16,2.817e-16,2.851e-16,3.039e-16,3.475e-16,4.089e-16
MO-92,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
MO-93,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
MO-93M,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
MO-94,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
MO-95,0.000e+00,1.724e-16,1.734e-15,1.076e-14,2.021e-13,4.767e-11,8.344e-08,1.168e-06,1.110e-03,1.048e-01,5.933e-01,1.296e+00
MO-96,0.000e+00,1.035e-14,1.168e-13,1.146e-12,5.948e-11,1.942e-09,1.751e-07,8.877e-07,3.002e-05,9.173e-04,8.396e-03,2.776e-02
MO-97,0.000e+00,2.124e-12,2.914e-11,4.616e-10,5.688e-08,5.666e-06,1.754e-03,1.070e-02,2.833e-01,1.548e+00,3.116e+00,4.425e+00
MO-98,0.000e+00,5.053e-10,2.020e-07,9.516e-06,2.027e-04,1.304e-03,1.323e-02,3.178e-02,3.177e-01,1.588e+00,3.174e+00,4.506e+00
MO-99,0.000e+00,9.663e-10,4.425e-07,1.466e-05,2.181e-04,1.355e-03,1.302e-02,2.910e-02,1.195e-01,1.229e-01,1.193e-01,1.195e-01
TC-100,0.000e+00,1.419e-12,1.174e-11,3.069e-11,3.307e-11,3.326e-11,7.775e-11,4.090e-10,3.512e-08,2.712e-07,6.362e-07,1.058e-06
TC-101,0.000e+00,1.925e-11,2.286e-09,3.402e-07,3.386e-05,3.173e-04,4.060e-04,4.059e-04,4.012e-04,3.838e-04,3.747e-04,3.772e-04
TC-102,0.000e+00,9.693e-11,3.925e-09,8.215e-08,9.570e-07,2.067e-06,2.129e-06,2.129e-06,2.106e-06,2.025e-06,1.990e-06,2.017e-06
TC-102M,0.000e+00,8.370e-11,8.270e-10,4.648e-09,2.514e-08,3.156e-08,3.154e-08,3.155e-08,3.229e-08,3.685e-08,4.277e-08,4.878e-08
TC-103,0.000e+00,1.533e-09,5.284e-08,1.861e-06,1.479e-05,1.515e-05,1.515e-05,1.514e-05,1.503e-05,1.470e-05,1.474e-05,1.521e-05
TC-104,0.000e+00,4.137e-09,7.644e-08,1.595e-06,5.128e-05,1.747e-04,2.020e-04,2.020e-04,2.012e-04,2.010e-04,2.072e-04,2.197e-04
TC-105,0.000e+00,6.862e-09,1.011e-07,1.510e-06,2.551e-05,4.813e-05,4.951e-05,4.951e-05,4.968e-05,5.163e-05,5.564e-05,6.127e-05
TC-106,0.000e+00,4.478e-09,1.078e-07,9.364e-07,1.597e-06,1.597e-06,1.597e-06,1.597e-06,1.622e-06,1.795e-06,2.080e-06,2.443e-06
TC-107,0.000e+00,4.514e-09,7.196e-08,4.195e-07,5.874e-07,5.874e-07,5.871e-07,5.873e-07,5.961e-07,6.591e-07,7.769e-07,9.426e-07
TC-108,0.000e+00,3.776e-09,3.248e-08,4.626e-08,4.704e-08,4.704e-08,4.702e-08,4.705e-08,4.845e-08,5.725e-08,7.131e-08,8.922e-08
TC-109,0.000e+00,1.886e-09,2.051e-08,9.265e-08,1.667e-07,1.666e-07,1.666e-07,1.668e-07,1.757e-07,2.276e-07,3.000e-07,3.819e-07
TC-110,0.000e+00,5.942e-10,1.160e-09,1.162e-09,1.162e-09,1.162e-09,1.162e-09,1.162e-09,1.180e-09,1.300e-09,1.514e-09,1.799e-09
TC-111,0.000e+00,2.721e-10,6.852e-10,6.890e-10,6.890e-10,6.890e-10,6.891e-10,6.895e-10,6.946e-10,7.308e-10,8.165e-10,9.423e-10
TC-112,0.000e+00,5.001e-11,5.928e-11,5.928e-11,5.928e-11,5.928e-11,5.929e-11,5.934e-11,5.968e-11,6.201e-11,6.864e-11,7.878e-11
TC-113,0.000e+00,1.544e-11,1.984e-11,1.984e-11,1.984e-11,1.984e-11,1.985e-11,1.987e-11,1.998e-11,2.072e-11,2.292e-11,2.630e-11
TC-114,0.000e+00,1.543e-12,1.573e-12,1.573e-12,1.573e-12,1.573e-12,1.574e-12,1.575e-12,1.587e-12,1.658e-12,1.850e-12,2.136e-12
TC-115,0.000e+00,3.702e-13,3.874e-13,3.874e-13,3.874e-13,3.874e-13,3.876e-13,3.881e-13,3.921e-13,4.148e-13,4.699e-13,5.490e-13
TC-116,0.000e+00,1.146e-14,1.148e-14,1.148e-14,1.148e-14,1.148e-14,1.148e-14,1.150e-14,1.162e-14,1.230e-14,1.394e-14,1.629e-14
TC-117,0.000e+00,7.373e-16,7.417e-16,7.417e-16,7.417e-16,7.417e-16,7.420e-16,7.428e-16,7.472e-16,7.754e-16,8.574e-16,9.808e-16
TC-118,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
TC-97,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
TC-97M,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
TC-98,0.000e+00,0.000e+00,6.579e-23,3.353e-21,2.478e-18,5.949e-16,1.275e-12,2.627e-11,3.266e-08,1.637e-06,7.504e-06,1.676e-05
TC-99,0.000e+00,2.891e-12,2.938e-11,3.012e-10,2.650e-08,1.131e-06,2.674e-04,2.246e-03,2.069e-01,1.493e+00,3.047e+00,4.281e+00
TC-99M,0.000e+00,2.176e-14,3.489e-12,8.957e-10,1.657e-07,6.008e-06,4.283e-04,1.577e-03,9.568e-03,9.811e-03,9.528e-03,9.544e-03
RU-100,0.000e+00,3.147e-14,2.765e-12,5.636e-11,8.375e-10,5.199e-09,7.251e-08,5.439e-07,5.217e-04,2.608e-02,1.194e-01,2.663e-01
RU-101,0.000e+00,1.032e-14,5.053e-12,4.964e-09,5.971e-06,4.769e-04,1.107e-02,2.773e-02,2.843e-01,1.421e+00,2.828e+00,3.997e+00
RU-102,0.000e+00,6.245e-12,1.794e-09,2.737e-07,4.132e-05,7.415e-04,9.798e-03,2.390e-02,2.417e-01,1.221e+00,2.470e+00,3.552e+00
RU-103,0.000e+00,1.244e-11,2.669e-09,5.270e-07,1.055e-04,7.346e-04,7.514e-03,1.797e-02,1.664e-01,6.073e-01,8.709e-01,9.860e-01
RU-104,0.000e+00,2.993e-11,4.862e-10,2.403e-08,8.623e-06,2.716e-04,4.402e-03,1.087e-02,1.111e-01,5.726e-01,1.184e+00,1.731e+00
RU-105,0.000e+00,1.606e-10,2.199e-09,6.076e-08,1.281e-05,1.929e-04,1.279e-03,1.595e-03,1.658e-03,1.728e-03,1.868e-03,2.064e-03
RU-106,0.000e+00,1.311e-10,9.146e-09,5.283e-07,1.616e-05,1.062e-04,1.078e-03,2.590e-03,2.604e-02,1.385e-01,2.965e-01,4.475e-01
RU-107,0.000e+00,3.478e-10,1.051e-08,3.300e-07,3.904e-06,5.213e-06,5.210e-06,5.214e-06,5.442e-06,6.806e-06,8.776e-06,1.109e-05
RU-108,0.000e+00,1.068e-09,3.214e-08,3.515e-07,2.147e-06,2.764e-06,2.762e-06,2.765e-06,2.952e-06,4.037e-06,5.572e-06,7.356e-06
RU-109,0.000e+00,1.399e-09,1.401e-08,7.839e-08,1.852e-07,1.851e-07,1.850e-07,1.853e-07,2.017e-07,2.954e-07,4.238e-07,5.686e-07
RU-110,0.000e+00,1.889e-09,2.105e-08,5.567e-08,6.046e-08,6.046e-08,6.044e-08,6.049e-08,6.304e-08,7.832e-08,1.012e-07,1.288e-07
RU-111,0.000e+00,1.556e-09,1.460e-08,3.872e-08,4.164e-08,4.164e-08,4.163e-08,4.165e-08,4.232e-08,4.685e-08,5.478e-08,6.531e-08
RU-112,0.000e+00,6.662e-10,1.106e-09,1.105e-09,1.105e-09,1.105e-09,1.105e-09,1.106e-09,1.110e-09,1.150e-09,1.262e-09,1.435e-09
RU-113,0.000e+00,5.682e-10,2.410e-09,2.624e-09,2.624e-09,2.624e-09,2.623e-09,2.624e-09,2.623e-09,2.655e-09,2.836e-09,3.156e-09
RU-114,0.000e+00,2.687e-10,1.572e-09,2.106e-09,2.107e-09,2.107e-09,2.107e-09,2.108e-09,2.105e-09,2.118e-09,2.248e-09,2.488e-09
RU-115,0.000e+00,6.838e-11,1.118e-10,1.118e-10,1.118e-10,1.118e-10,1.118e-10,1.119e-10,1.123e-10,1.153e-10,1.258e-10,1.425e-10
RU-116,0.000e+00,1.781e-11,4.543e-11,4.576e-11,4.576e-11,4.577e-11,4.578e-11,4.582e-11,4.604e-11,4.754e-11,5.224e-11,5.949e-11
RU-117,0.000e+00,2.398e-12,2.683e-12,2.683e-12,2.683e-12,2.683e-12,2.683e-12,2.683e-12,2.670e-12,2.630e-12,2.707e-12,2.897e-12
RU-118,0.000e+00,1.009e-11,1.494e-11,1.494e-11,1.494e-11,1.494e-11,1.495e-11,1.497e-11,1.516e-11,1.617e-11,1.851e-11,2.180e-11
RU-119,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
RU-120,0.000e+00,1.426e-15,1.574e-15,1.574e-15,1.574e-15,1.574e-15,1.575e-15,1.577e-15,1.594e-15,1.692e-15,1.925e-15,2.257e-15
RU-96,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
RU-97,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
RU-98,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
RU-99,0.000e+00,7.747e-18,7.747e-17,4.648e-16,4.649e-15,2.802e-14,5.647e-13,6.549e-12,7.216e-09,3.367e-07,1.375e-06,2.743e-06
RH-102,0.000e+00,0.000e+00,0.000e+00,0.000e+00,2.207e-20,1.352e-17,4.036e-14,7.148e-13,7.466e-10,8.352e-08,5.981e-07,1.598e-06
RH-103,0.000e+00,2.706e-14,2.708e-13,1.789e-12,7.691e-10,7.868e-08,2.190e-05,1.477e-04,1.496e-02,2.956e-01,8.824e-01,1.402e+00
RH-103M,0.000e+00,7.029e-17,2.038e-15,1.462e-12,4.966e-09,1.955e-07,5.813e-06,1.606e-05,1.487e-04,5.426e-04,7.783e-04,8.813e-04
RH-104,0.000e+00,2.453e-15,2.310e-14,1.029e-13,2.774e-13,4.496e-13,4.015e-11,2.695e-10,2.762e-08,5.844e-07,2.006e-06,3.771e-06
RH-104M,0.000e+00,2.553e-15,2.522e-14,1.417e-13,7.660e-13,1.022e-12,1.810e-11,1.168e-10,1.188e-08,2.514e-07,8.631e-07,1.622e-06
RH-105,0.000e+00,3.841e-10,3.841e-09,2.308e-08,3.458e-07,1.435e-05,1.161e-03,3.682e-03,1.078e-02,1.147e-02,1.209e-02,1.289e-02
RH-105M,0.000e+00,4.878e-14,5.599e-13,1.322e-11,1.010e-08,1.521e-07,1.008e-06,1.258e-06,1.308e-06,1.362e-06,1.473e-06,1.627e-06
RH-106,0.000e+00,3.577e-14,3.351e-13,1.659e-12,2.741e-11,5.440e-10,3.684e-08,1.162e-07,3.621e-07,5.148e-07,7.449e-07,1.009e-06
RH-106M,0.000e+00,3.097e-14,3.152e-13,2.074e-12,4.593e-11,5.006e-09,2.623e-06,1.167e-05,4.067e-05,4.632e-05,5.614e-05,7.083e-05
RH-107,0.000e+00,1.077e-12,1.111e-10,1.913e-08,3.673e-06,2.043e-05,2.692e-05,2.694e-05,2.813e-05,3.524e-05,4.549e-05,5.752e-05
RH-108,0.000e+00,4.387e-12,3.118e-10,1.341e-08,1.341e-07,1.721e-07,1.720e-07,1.722e-07,1.839e-07,2.524e-07,3.491e-07,4.612e-07
RH-108M,0.000e+00,3.202e-12,3.174e-11,1.815e-10,1.131e-09,1.636e-09,1.649e-09,1.710e-09,5.412e-09,2.551e-08,4.981e-08,7.374e-08
RH-109,0.000e+00,2.966e-11,9.385e-10,2.728e-08,3.781e-07,4.817e-07,4.817e-07,4.825e-07,5.264e-07,7.775e-07,1.122e-06,1.511e-06
RH-109M,0.000e+00,2.939e-11,8.736e-10,1.955e-08,1.344e-07,1.338e-07,1.338e-07,1.340e-07,1.462e-07,2.160e-07,3.117e-07,4.197e-07
RH-110,0.000e+00,1.121e-10,5.132e-09,6.382e-08,1.127e-07,1.127e-07,1.126e-07,1.127e-07,1.179e-07,1.484e-07,1.936e-07,2.481e-07
RH-110M,0.000e+00,6.594e-11,2.879e-10,3.196e-10,3.196e-10,3.196e-10,3.196e-10,3.205e-10,3.721e-10,6.645e-10,1.060e-09,1.505e-09
RH-111,0.000e+00,4.441e-10,7.209e-09,7.541e-08,2.016e-07,2.076e-07,2.075e-07,2.076e-07,2.120e-07,2.407e-07,2.881e-07,3.493e-07
RH-112,0.000e+00,9.029e-10,8.809e-09,1.141e-08,1.140e-08,1.140e-08,1.140e-08,1.140e-08,1.148e-08,1.211e-08,1.350e-08,1.552e-08
RH-113,0.000e+00,6.300e-10,1.860e-09,1.919e-09,1.919e-09,1.919e-09,1.919e-09,1.919e-09,1.920e-09,1.962e-09,2.108e-09,2.350e-09
RH-114,0.000e+00,6.509e-10,2.307e-09,2.604e-09,2.604e-09,2.604e-09,2.603e-09,2.603e-09,2.593e-09,2.580e-09,2.684e-09,2.905e-09
RH-115,0.000e+00,5.820e-10,4.069e-09,5.933e-09,5.945e-09,5.945e-09,5.944e-09,5.946e-09,5.931e-09,5.933e-09,6.228e-09,6.798e-09
RH-116,0.000e+00,2.140e-10,3.998e-10,3.997e-10,3.997e-10,3.997e-10,3.996e-10,3.998e-10,3.986e-10,3.975e-10,4.155e-10,4.516e-10
RH-117,0.000e+00,3.903e-10,8.239e-10,8.252e-10,8.252e-10,8.252e-10,8.248e-10,8.247e-10,8.141e-10,7.721e-10,7.491e-10,7.530e-10
RH-118,0.000e+00,5.313e-11,6.223e-11,6.223e-11,6.223e-11,6.223e-11,6.226e-11,6.234e-11,6.293e-11,6.632e-11,7.476e-11,8.696e-11
RH-119,0.000e+00,5.168e-12,6.563e-12,6.563e-12,6.563e-12,6.563e-12,6.566e-12,6.574e-12,6.759e-12,7.801e-12,9.397e-12,1.124e-11
RH-120,0.000e+00,4.579e-13,4.645e-13,4.645e-13,4.645e-13,4.646e-13,4.647e-13,4.652e-13,4.684e-13,4.878e-13,5.428e-13,6.255e-13
RH-121,0.000e+00,8.878e-14,9.281e-14,9.281e-14,9.281e-14,9.282e-14,9.286e-14,9.298e-14,9.378e-14,9.854e-14,1.109e-13,1.289e-13
RH-122,0.000e+00,5.266e-15,5.273e-15,5.273e-15,5.273e-15,5.273e-15,5.276e-15,5.283e-15,5.332e-15,5.617e-15,6.339e-15,7.390e-15
RH-123,0.000e+00,5.839e-16,5.871e-16,5.871e-16,5.871e-16,5.872e-16,5.874e-16,5.882e-16,5.935e-16,6.242e-16,7.024e-16,8.163e-16
PD-102,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
PD-103,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
